Filing_ID,Jurisdiction,Filing_Method,Submission_Date,Return_Complexity,Errors_Flag,Refund_Type,Backlog_Flag,Bank_Deposit_Method,Refund_Amount,Actual_Refund_Days,Return_Complexity_Score,Seasonal_Filing_Indicator,Filing_Day_Of_Week,Refund_Amount_Bucket,Error_Severity_Score
15127,NY,Paper,2025-04-26,Medium,Yes,Check,No,N/A,2975,56,2,1,Saturday,Large,1
15128,CA,Paper,2025-02-13,Low,Yes,Direct Deposit,Yes,N/A,3477,42,1,1,Thursday,Large,1
15129,Federal,E-File,2025-04-09,Low,No,Check,No,N/A,1959,15,1,1,Wednesday,Medium,0
15130,NY,Paper,2025-03-15,Low,No,Check,Yes,N/A,2293,40,1,1,Saturday,Medium,0
15131,CA,Paper,2025-02-13,Low,No,Check,No,N/A,4170,31,1,1,Thursday,Large,0
15132,NY,E-File,2025-03-11,Low,No,Check,No,N/A,4710,10,1,1,Tuesday,Large,0
15133,CA,E-File,2025-02-03,High,Yes,Direct Deposit,No,ACH,3245,14,3,1,Monday,Large,1
15134,CA,E-File,2025-02-16,Medium,Yes,Direct Deposit,Yes,N/A,2299,27,2,1,Sunday,Medium,1
15135,NJ,E-File,2025-03-12,High,No,Direct Deposit,Yes,N/A,3530,23,3,1,Wednesday,Large,0
15136,NY,E-File,2025-03-05,High,Yes,Check,Yes,N/A,1774,34,3,1,Wednesday,Medium,1
15137,NY,Paper,2025-01-24,High,No,Check,Yes,N/A,3397,51,3,0,Friday,Large,0
15138,NJ,E-File,2025-04-27,Low,No,Check,Yes,N/A,3137,23,1,1,Sunday,Large,0
15139,Federal,Paper,2025-02-08,High,Yes,Check,No,N/A,2974,34,3,1,Saturday,Large,1
15140,CA,Paper,2025-02-19,High,Yes,Check,No,N/A,449,55,3,1,Wednesday,Small,1
15141,NY,E-File,2025-02-27,Low,Yes,Direct Deposit,No,ACH,3284,19,1,1,Thursday,Large,1
15142,CA,E-File,2025-01-10,Low,No,Direct Deposit,No,ACH,4413,14,1,0,Friday,Large,0
15143,NY,E-File,2025-03-13,High,Yes,Check,Yes,N/A,3959,24,3,1,Thursday,Large,1
15144,Federal,Paper,2025-01-23,Medium,No,Direct Deposit,Yes,ACH,4639,51,2,0,Thursday,Large,0
15145,Federal,Paper,2025-03-15,Low,No,Check,Yes,N/A,1274,51,1,1,Saturday,Medium,0
15146,NY,E-File,2025-04-22,Medium,No,Check,Yes,N/A,4412,16,2,1,Tuesday,Large,0
15147,NY,E-File,2025-01-05,Low,Yes,Check,Yes,N/A,2160,25,1,0,Sunday,Medium,1
15148,NY,Paper,2025-01-08,High,Yes,Check,Yes,N/A,4775,53,3,0,Wednesday,Large,1
15149,CA,E-File,2025-02-10,High,No,Direct Deposit,Yes,ACH,3155,14,3,1,Monday,Large,0
15150,CA,Paper,2025-02-22,Low,Yes,Check,No,N/A,3474,47,1,1,Saturday,Large,1
15151,NJ,E-File,2025-03-13,High,No,Direct Deposit,Yes,Wire,2103,14,3,1,Thursday,Medium,0
15152,Federal,E-File,2025-01-06,High,No,Check,No,N/A,2139,8,3,0,Monday,Medium,0
15153,NY,Paper,2025-01-20,High,Yes,Check,Yes,N/A,4955,54,3,0,Monday,Large,1
15154,NJ,E-File,2025-01-24,High,No,Check,Yes,N/A,788,13,3,0,Friday,Small,0
15155,NJ,E-File,2025-01-19,Low,Yes,Direct Deposit,No,N/A,4196,20,1,0,Sunday,Large,1
15156,NJ,Paper,2025-03-12,High,Yes,Check,No,N/A,2061,35,3,1,Wednesday,Medium,1
15157,Federal,E-File,2025-01-30,High,Yes,Check,Yes,N/A,2642,22,3,0,Thursday,Large,1
15158,NJ,Paper,2025-04-09,Low,Yes,Check,No,N/A,3185,55,1,1,Wednesday,Large,1
15159,Federal,Paper,2025-04-05,Low,Yes,Direct Deposit,No,ACH,2809,39,1,1,Saturday,Large,1
15160,NJ,E-File,2025-02-05,Medium,No,Check,No,N/A,2746,12,2,1,Wednesday,Large,0
15161,NY,Paper,2025-03-03,Medium,Yes,Direct Deposit,No,ACH,2537,30,2,1,Monday,Large,1
15162,CA,E-File,2025-01-24,High,No,Direct Deposit,No,N/A,3729,13,3,0,Friday,Large,0
15163,NY,Paper,2025-02-24,Low,No,Direct Deposit,No,N/A,1982,31,1,1,Monday,Medium,0
15164,CA,Paper,2025-01-07,Low,No,Check,Yes,N/A,3512,41,1,0,Tuesday,Large,0
15165,NJ,E-File,2025-04-07,High,Yes,Direct Deposit,No,Wire,4535,16,3,1,Monday,Large,1
15166,Federal,Paper,2025-02-04,Low,Yes,Check,Yes,N/A,994,49,1,1,Tuesday,Small,1
15167,NY,Paper,2025-04-27,High,Yes,Check,Yes,N/A,746,57,3,1,Sunday,Small,1
15168,NJ,Paper,2025-04-13,Medium,Yes,Direct Deposit,Yes,Wire,3095,49,2,1,Sunday,Large,1
15169,NJ,Paper,2025-02-14,Medium,Yes,Check,Yes,N/A,1413,50,2,1,Friday,Medium,1
15170,CA,E-File,2025-03-30,High,No,Check,Yes,N/A,760,21,3,1,Sunday,Small,0
15171,Federal,Paper,2025-01-09,Medium,No,Check,Yes,N/A,3585,49,2,0,Thursday,Large,0
15172,CA,E-File,2025-03-09,Medium,No,Check,Yes,N/A,1494,15,2,1,Sunday,Medium,0
15173,Federal,Paper,2025-03-14,Low,No,Direct Deposit,Yes,Wire,2762,47,1,1,Friday,Large,0
15174,Federal,E-File,2025-02-10,Low,No,Direct Deposit,Yes,Wire,762,15,1,1,Monday,Small,0
15175,NY,Paper,2025-03-22,High,No,Direct Deposit,Yes,Wire,2423,43,3,1,Saturday,Medium,0
15176,Federal,E-File,2025-01-09,High,No,Check,Yes,N/A,1611,14,3,0,Thursday,Medium,0
15177,Federal,E-File,2025-03-12,Medium,Yes,Direct Deposit,No,Wire,3664,21,2,1,Wednesday,Large,1
15178,CA,E-File,2025-01-21,High,Yes,Direct Deposit,Yes,Wire,1205,31,3,0,Tuesday,Medium,1
15179,NJ,E-File,2025-01-19,High,Yes,Direct Deposit,Yes,ACH,4539,36,3,0,Sunday,Large,1
15180,Federal,E-File,2025-02-22,Medium,Yes,Check,No,N/A,1982,18,2,1,Saturday,Medium,1
15181,NJ,E-File,2025-03-22,High,No,Direct Deposit,Yes,N/A,863,15,3,1,Saturday,Small,0
15182,CA,Paper,2025-02-07,Medium,Yes,Check,Yes,N/A,3544,57,2,1,Friday,Large,1
15183,NJ,E-File,2025-04-30,High,No,Check,No,N/A,4261,11,3,1,Wednesday,Large,0
15184,NY,E-File,2025-03-17,Medium,No,Check,Yes,N/A,4573,17,2,1,Monday,Large,0
15185,NY,E-File,2025-04-18,Medium,No,Direct Deposit,Yes,Wire,1151,14,2,1,Friday,Medium,0
15186,NY,Paper,2025-04-22,Low,Yes,Check,Yes,N/A,2805,51,1,1,Tuesday,Large,1
15187,NY,E-File,2025-04-13,High,No,Direct Deposit,No,N/A,1933,13,3,1,Sunday,Medium,0
15188,NY,E-File,2025-04-20,Medium,No,Direct Deposit,No,N/A,1219,12,2,1,Sunday,Medium,0
15189,NJ,Paper,2025-04-22,Medium,No,Check,Yes,N/A,2024,42,2,1,Tuesday,Medium,0
15190,NY,E-File,2025-04-08,Low,No,Direct Deposit,No,Wire,2168,13,1,1,Tuesday,Medium,0
15191,CA,E-File,2025-01-02,Medium,No,Check,Yes,N/A,1407,19,2,0,Thursday,Medium,0
15192,Federal,E-File,2025-04-30,Low,Yes,Direct Deposit,Yes,ACH,2941,29,1,1,Wednesday,Large,1
15193,CA,Paper,2025-03-21,Medium,Yes,Check,Yes,N/A,4545,50,2,1,Friday,Large,1
15194,Federal,Paper,2025-03-15,Low,Yes,Direct Deposit,Yes,Wire,4180,41,1,1,Saturday,Large,1
15195,CA,Paper,2025-04-05,Medium,Yes,Check,No,N/A,450,43,2,1,Saturday,Small,1
15196,CA,Paper,2025-01-21,Low,No,Direct Deposit,No,N/A,4882,32,1,0,Tuesday,Large,0
15197,Federal,Paper,2025-04-26,Low,No,Direct Deposit,No,Wire,4071,43,1,1,Saturday,Large,0
15198,CA,E-File,2025-01-11,Low,Yes,Check,No,N/A,3028,20,1,0,Saturday,Large,1
15199,CA,E-File,2025-03-17,Low,No,Direct Deposit,No,ACH,2532,14,1,1,Monday,Large,0
15200,CA,Paper,2025-03-31,Low,Yes,Direct Deposit,No,ACH,4483,45,1,1,Monday,Large,1
15201,Federal,E-File,2025-04-18,Medium,No,Check,No,N/A,623,13,2,1,Friday,Small,0
15202,CA,Paper,2025-04-09,High,No,Check,No,N/A,3349,45,3,1,Wednesday,Large,0
15203,CA,Paper,2025-01-13,Medium,Yes,Check,No,N/A,4297,49,2,0,Monday,Large,1
15204,NJ,E-File,2025-02-08,High,No,Check,Yes,N/A,4977,19,3,1,Saturday,Large,0
15205,CA,E-File,2025-01-13,Low,Yes,Check,No,N/A,4507,20,1,0,Monday,Large,1
15206,NY,Paper,2025-01-31,High,Yes,Check,No,N/A,304,49,3,0,Friday,Small,1
15207,NY,Paper,2025-03-20,Low,Yes,Direct Deposit,No,ACH,3274,51,1,1,Thursday,Large,1
15208,CA,E-File,2025-02-14,Medium,Yes,Check,Yes,N/A,4209,32,2,1,Friday,Large,1
15209,Federal,Paper,2025-04-03,Medium,Yes,Check,No,N/A,686,40,2,1,Thursday,Small,1
15210,NY,Paper,2025-04-27,Low,No,Direct Deposit,No,N/A,4309,27,1,1,Sunday,Large,0
15211,Federal,Paper,2025-04-25,High,Yes,Check,Yes,N/A,4321,62,3,1,Friday,Large,1
15212,Federal,Paper,2025-01-24,High,No,Check,No,N/A,1488,42,3,0,Friday,Medium,0
15213,NY,Paper,2025-02-28,Low,Yes,Check,Yes,N/A,3902,53,1,1,Friday,Large,1
15214,NY,E-File,2025-02-07,Medium,No,Check,No,N/A,4990,10,2,1,Friday,Large,0
15215,NJ,E-File,2025-04-19,Medium,No,Check,Yes,N/A,1947,22,2,1,Saturday,Medium,0
15216,NJ,E-File,2025-01-16,Low,Yes,Direct Deposit,Yes,ACH,4794,24,1,0,Thursday,Large,1
15217,NJ,E-File,2025-04-08,Medium,No,Direct Deposit,Yes,Wire,3861,17,2,1,Tuesday,Large,0
15218,NJ,Paper,2025-02-12,Medium,Yes,Check,No,N/A,1217,40,2,1,Wednesday,Medium,1
15219,NY,E-File,2025-01-07,Medium,Yes,Check,Yes,N/A,1881,29,2,0,Tuesday,Medium,1
15220,CA,Paper,2025-01-25,High,Yes,Check,No,N/A,2482,39,3,0,Saturday,Medium,1
15221,NY,E-File,2025-04-25,Low,Yes,Direct Deposit,Yes,N/A,4655,23,1,1,Friday,Large,1
15222,NJ,Paper,2025-01-18,Medium,Yes,Check,Yes,N/A,1522,52,2,0,Saturday,Medium,1
15223,NJ,Paper,2025-02-21,High,No,Check,No,N/A,324,45,3,1,Friday,Small,0
15224,NY,E-File,2025-02-13,High,No,Check,No,N/A,4509,10,3,1,Thursday,Large,0
15225,CA,E-File,2025-03-01,Medium,No,Direct Deposit,Yes,N/A,1970,13,2,1,Saturday,Medium,0
15226,Federal,E-File,2025-02-27,High,Yes,Direct Deposit,Yes,Wire,1937,31,3,1,Thursday,Medium,1
15227,NJ,Paper,2025-01-16,High,Yes,Direct Deposit,Yes,N/A,1181,64,3,0,Thursday,Medium,1
15228,NY,E-File,2025-03-22,Medium,Yes,Direct Deposit,Yes,ACH,2183,31,2,1,Saturday,Medium,1
15229,CA,Paper,2025-03-31,High,Yes,Check,No,N/A,1514,42,3,1,Monday,Medium,1
15230,CA,E-File,2025-01-21,High,No,Direct Deposit,Yes,Wire,4258,14,3,0,Tuesday,Large,0
15231,CA,Paper,2025-04-25,High,Yes,Check,Yes,N/A,810,64,3,1,Friday,Small,1
15232,CA,E-File,2025-02-21,High,No,Direct Deposit,No,N/A,4058,7,3,1,Friday,Large,0
15233,Federal,E-File,2025-03-07,High,No,Check,No,N/A,3761,7,3,1,Friday,Large,0
15234,CA,E-File,2025-01-16,High,No,Check,Yes,N/A,2056,19,3,0,Thursday,Medium,0
15235,CA,E-File,2025-02-07,High,Yes,Check,No,N/A,3284,17,3,1,Friday,Large,1
15236,CA,E-File,2025-03-04,Low,No,Direct Deposit,No,Wire,4239,9,1,1,Tuesday,Large,0
15237,NJ,Paper,2025-04-16,Medium,No,Direct Deposit,Yes,ACH,3017,32,2,1,Wednesday,Large,0
15238,Federal,E-File,2025-01-20,High,No,Direct Deposit,No,N/A,2310,14,3,0,Monday,Medium,0
15239,CA,E-File,2025-01-30,Low,Yes,Direct Deposit,Yes,ACH,2251,19,1,0,Thursday,Medium,1
15240,Federal,Paper,2025-04-24,High,Yes,Direct Deposit,Yes,N/A,1568,56,3,1,Thursday,Medium,1
15241,NJ,Paper,2025-02-16,Medium,No,Check,Yes,N/A,4001,43,2,1,Sunday,Large,0
15242,Federal,E-File,2025-03-21,High,Yes,Check,No,N/A,322,25,3,1,Friday,Small,1
15243,Federal,E-File,2025-03-06,Low,No,Direct Deposit,Yes,Wire,794,16,1,1,Thursday,Small,0
15244,NY,Paper,2025-01-01,High,Yes,Check,Yes,N/A,1839,45,3,0,Wednesday,Medium,1
15245,CA,Paper,2025-03-03,High,No,Direct Deposit,Yes,N/A,4516,53,3,1,Monday,Large,0
15246,NJ,Paper,2025-01-07,High,No,Check,Yes,N/A,1475,37,3,0,Tuesday,Medium,0
15247,Federal,Paper,2025-03-20,Low,Yes,Check,Yes,N/A,3716,47,1,1,Thursday,Large,1
15248,NY,E-File,2025-03-31,Low,Yes,Direct Deposit,No,N/A,3533,21,1,1,Monday,Large,1
15249,CA,E-File,2025-04-01,High,Yes,Check,No,N/A,2496,14,3,1,Tuesday,Medium,1
15250,NJ,Paper,2025-03-23,High,No,Direct Deposit,No,Wire,317,42,3,1,Sunday,Small,0
15251,NY,Paper,2025-04-12,High,Yes,Check,Yes,N/A,345,61,3,1,Saturday,Small,1
15252,NY,E-File,2025-03-17,Medium,No,Direct Deposit,No,ACH,3092,15,2,1,Monday,Large,0
15253,Federal,Paper,2025-01-01,Low,No,Direct Deposit,Yes,N/A,2009,48,1,0,Wednesday,Medium,0
15254,NY,Paper,2025-03-16,Low,Yes,Check,Yes,N/A,1298,61,1,1,Sunday,Medium,1
15255,NJ,E-File,2025-04-25,Medium,Yes,Direct Deposit,No,N/A,2710,24,2,1,Friday,Large,1
15256,Federal,E-File,2025-02-23,Low,Yes,Direct Deposit,Yes,Wire,3580,31,1,1,Sunday,Large,1
15257,NY,E-File,2025-03-28,Medium,No,Check,No,N/A,4171,12,2,1,Friday,Large,0
15258,CA,Paper,2025-03-06,Low,No,Direct Deposit,Yes,Wire,4189,52,1,1,Thursday,Large,0
15259,CA,E-File,2025-03-14,Medium,Yes,Direct Deposit,No,N/A,3085,23,2,1,Friday,Large,1
15260,NJ,Paper,2025-04-08,Low,No,Check,Yes,N/A,4302,54,1,1,Tuesday,Large,0
15261,CA,Paper,2025-03-01,High,Yes,Direct Deposit,Yes,N/A,373,47,3,1,Saturday,Small,1
15262,Federal,E-File,2025-03-23,Medium,Yes,Check,Yes,N/A,3124,27,2,1,Sunday,Large,1
15263,CA,Paper,2025-02-11,Low,No,Check,No,N/A,3947,31,1,1,Tuesday,Large,0
15264,CA,Paper,2025-04-30,Low,No,Direct Deposit,No,ACH,2527,31,1,1,Wednesday,Large,0
15265,NY,E-File,2025-03-07,Low,No,Check,Yes,N/A,1148,24,1,1,Friday,Medium,0
15266,NY,E-File,2025-02-05,Medium,Yes,Check,No,N/A,4015,23,2,1,Wednesday,Large,1
15267,NJ,Paper,2025-04-18,Low,Yes,Direct Deposit,No,ACH,1285,53,1,1,Friday,Medium,1
15268,CA,Paper,2025-04-23,Medium,No,Check,No,N/A,3359,27,2,1,Wednesday,Large,0
15269,NJ,Paper,2025-02-03,High,Yes,Direct Deposit,Yes,N/A,3575,49,3,1,Monday,Large,1
15270,Federal,Paper,2025-01-15,Medium,No,Check,No,N/A,876,45,2,0,Wednesday,Small,0
15271,NJ,Paper,2025-03-03,Low,No,Direct Deposit,Yes,N/A,3814,47,1,1,Monday,Large,0
15272,NJ,Paper,2025-02-01,Medium,No,Check,No,N/A,4840,29,2,1,Saturday,Large,0
15273,CA,Paper,2025-01-25,Low,Yes,Check,Yes,N/A,1064,56,1,0,Saturday,Medium,1
15274,CA,Paper,2025-02-13,Low,No,Check,No,N/A,3313,26,1,1,Thursday,Large,0
15275,Federal,E-File,2025-01-11,Medium,No,Direct Deposit,No,N/A,4815,11,2,0,Saturday,Large,0
15276,NY,E-File,2025-03-27,High,Yes,Check,No,N/A,2523,21,3,1,Thursday,Large,1
15277,Federal,E-File,2025-04-22,High,Yes,Direct Deposit,No,N/A,4958,24,3,1,Tuesday,Large,1
15278,Federal,Paper,2025-01-28,Medium,No,Check,Yes,N/A,2257,36,2,0,Tuesday,Medium,0
15279,NJ,E-File,2025-04-29,High,Yes,Check,No,N/A,2400,21,3,1,Tuesday,Medium,1
15280,CA,E-File,2025-04-21,Low,No,Direct Deposit,No,N/A,1412,15,1,1,Monday,Medium,0
15281,Federal,E-File,2025-04-02,Medium,Yes,Direct Deposit,Yes,ACH,2995,33,2,1,Wednesday,Large,1
15282,NJ,E-File,2025-04-25,Medium,Yes,Direct Deposit,No,Wire,4669,18,2,1,Friday,Large,1
15283,NJ,E-File,2025-04-16,Medium,Yes,Direct Deposit,Yes,ACH,3917,28,2,1,Wednesday,Large,1
15284,Federal,Paper,2025-03-31,Low,No,Check,No,N/A,1107,37,1,1,Monday,Medium,0
15285,Federal,Paper,2025-02-01,High,No,Check,Yes,N/A,2608,52,3,1,Saturday,Large,0
15286,CA,E-File,2025-04-24,Medium,No,Direct Deposit,No,ACH,1188,14,2,1,Thursday,Medium,0
15287,CA,Paper,2025-01-12,Low,Yes,Check,Yes,N/A,4779,56,1,0,Sunday,Large,1
15288,Federal,Paper,2025-02-20,Medium,No,Direct Deposit,No,ACH,1046,30,2,1,Thursday,Medium,0
15289,NY,E-File,2025-02-08,High,No,Check,No,N/A,1015,15,3,1,Saturday,Medium,0
15290,NJ,Paper,2025-03-18,Medium,No,Direct Deposit,Yes,Wire,1223,37,2,1,Tuesday,Medium,0
15291,CA,Paper,2025-03-04,Medium,No,Direct Deposit,Yes,ACH,2365,41,2,1,Tuesday,Medium,0
15292,Federal,E-File,2025-02-10,Low,Yes,Direct Deposit,Yes,N/A,1139,25,1,1,Monday,Medium,1
15293,NJ,E-File,2025-01-29,High,No,Direct Deposit,No,ACH,3997,13,3,0,Wednesday,Large,0
15294,Federal,Paper,2025-02-01,Low,Yes,Direct Deposit,Yes,N/A,4319,53,1,1,Saturday,Large,1
15295,CA,Paper,2025-04-21,Low,No,Direct Deposit,No,ACH,4021,37,1,1,Monday,Large,0
15296,NY,Paper,2025-04-11,Low,Yes,Check,No,N/A,1416,46,1,1,Friday,Medium,1
15297,Federal,Paper,2025-01-19,High,Yes,Direct Deposit,No,Wire,4125,51,3,0,Sunday,Large,1
15298,NJ,Paper,2025-01-22,Low,No,Check,No,N/A,4134,33,1,0,Wednesday,Large,0
15299,NJ,Paper,2025-03-12,Medium,Yes,Check,Yes,N/A,1347,48,2,1,Wednesday,Medium,1
15300,CA,Paper,2025-01-15,Low,No,Check,Yes,N/A,2479,37,1,0,Wednesday,Medium,0
15301,NY,Paper,2025-04-12,Medium,Yes,Check,Yes,N/A,2477,46,2,1,Saturday,Medium,1
15302,Federal,Paper,2025-02-07,Medium,Yes,Check,No,N/A,2990,42,2,1,Friday,Large,1
15303,NJ,E-File,2025-03-26,Medium,Yes,Direct Deposit,No,ACH,4177,28,2,1,Wednesday,Large,1
15304,CA,Paper,2025-02-19,High,No,Check,Yes,N/A,3423,34,3,1,Wednesday,Large,0
15305,NJ,E-File,2025-04-17,Low,Yes,Direct Deposit,No,ACH,4828,17,1,1,Thursday,Large,1
15306,NJ,E-File,2025-01-26,Medium,No,Check,Yes,N/A,3036,19,2,0,Sunday,Large,0
15307,Federal,E-File,2025-02-26,Medium,Yes,Direct Deposit,Yes,Wire,4098,30,2,1,Wednesday,Large,1
15308,Federal,E-File,2025-01-24,Low,No,Direct Deposit,No,ACH,2381,8,1,0,Friday,Medium,0
15309,NY,E-File,2025-04-15,Low,No,Direct Deposit,Yes,Wire,4345,20,1,1,Tuesday,Large,0
15310,CA,E-File,2025-03-12,High,No,Check,Yes,N/A,1179,16,3,1,Wednesday,Medium,0
15311,CA,Paper,2025-04-03,High,No,Check,No,N/A,1102,36,3,1,Thursday,Medium,0
15312,NJ,E-File,2025-03-18,Medium,Yes,Check,Yes,N/A,3491,36,2,1,Tuesday,Large,1
15313,Federal,Paper,2025-04-18,Low,No,Direct Deposit,Yes,ACH,2794,52,1,1,Friday,Large,0
15314,CA,E-File,2025-02-15,Low,No,Check,Yes,N/A,3972,17,1,1,Saturday,Large,0
15315,CA,Paper,2025-02-16,Medium,No,Direct Deposit,Yes,Wire,3661,43,2,1,Sunday,Large,0
15316,NY,E-File,2025-03-19,Medium,No,Check,No,N/A,3865,10,2,1,Wednesday,Large,0
15317,Federal,Paper,2025-03-26,High,No,Check,Yes,N/A,4752,40,3,1,Wednesday,Large,0
15318,NJ,Paper,2025-02-27,High,No,Check,No,N/A,952,40,3,1,Thursday,Small,0
15319,NJ,E-File,2025-03-26,Medium,Yes,Check,No,N/A,2991,25,2,1,Wednesday,Large,1
15320,NY,Paper,2025-01-22,Low,Yes,Check,No,N/A,543,34,1,0,Wednesday,Small,1
15321,NJ,Paper,2025-01-29,High,Yes,Check,Yes,N/A,4665,64,3,0,Wednesday,Large,1
15322,NJ,Paper,2025-01-23,Low,No,Check,Yes,N/A,4328,55,1,0,Thursday,Large,0
15323,Federal,E-File,2025-01-31,High,No,Direct Deposit,Yes,Wire,1306,18,3,0,Friday,Medium,0
15324,NY,E-File,2025-02-10,High,Yes,Direct Deposit,No,ACH,4138,26,3,1,Monday,Large,1
15325,NJ,E-File,2025-04-24,High,Yes,Check,No,N/A,1513,27,3,1,Thursday,Medium,1
15326,NY,Paper,2025-03-20,Medium,No,Check,Yes,N/A,1989,42,2,1,Thursday,Medium,0
15327,NY,E-File,2025-03-11,Low,No,Direct Deposit,No,N/A,3180,14,1,1,Tuesday,Large,0
15328,CA,E-File,2025-04-24,Low,Yes,Direct Deposit,No,ACH,3986,25,1,1,Thursday,Large,1
15329,Federal,Paper,2025-04-28,Medium,No,Check,No,N/A,4106,42,2,1,Monday,Large,0
15330,NJ,E-File,2025-03-08,High,No,Check,No,N/A,4613,12,3,1,Saturday,Large,0
15331,Federal,Paper,2025-02-07,High,Yes,Direct Deposit,No,Wire,655,46,3,1,Friday,Small,1
15332,NJ,Paper,2025-04-19,Low,Yes,Check,Yes,N/A,2128,60,1,1,Saturday,Medium,1
15333,CA,Paper,2025-03-24,Medium,Yes,Check,Yes,N/A,4459,45,2,1,Monday,Large,1
15334,NY,Paper,2025-04-21,High,No,Check,Yes,N/A,2729,33,3,1,Monday,Large,0
15335,Federal,E-File,2025-02-22,Low,Yes,Direct Deposit,Yes,N/A,442,27,1,1,Saturday,Small,1
15336,Federal,E-File,2025-02-18,Medium,Yes,Check,Yes,N/A,568,30,2,1,Tuesday,Small,1
15337,Federal,E-File,2025-02-18,High,No,Check,No,N/A,1446,11,3,1,Tuesday,Medium,0
15338,NJ,E-File,2025-02-17,Medium,No,Check,Yes,N/A,3632,14,2,1,Monday,Large,0
15339,Federal,Paper,2025-02-02,Low,No,Direct Deposit,Yes,N/A,1480,34,1,1,Sunday,Medium,0
15340,NJ,Paper,2025-02-09,Low,No,Direct Deposit,Yes,ACH,4348,45,1,1,Sunday,Large,0
15341,NJ,Paper,2025-01-15,Low,No,Check,No,N/A,2739,45,1,0,Wednesday,Large,0
15342,NJ,Paper,2025-02-07,Low,Yes,Direct Deposit,Yes,ACH,2836,57,1,1,Friday,Large,1
15343,Federal,E-File,2025-04-09,High,No,Direct Deposit,No,N/A,3844,14,3,1,Wednesday,Large,0
15344,NY,E-File,2025-04-06,Low,Yes,Check,No,N/A,2053,23,1,1,Sunday,Medium,1
15345,NJ,E-File,2025-02-22,High,No,Direct Deposit,No,Wire,2661,10,3,1,Saturday,Large,0
15346,NY,Paper,2025-02-07,High,Yes,Direct Deposit,Yes,Wire,4858,62,3,1,Friday,Large,1
15347,NY,E-File,2025-03-08,Medium,No,Direct Deposit,Yes,ACH,2387,22,2,1,Saturday,Medium,0
15348,Federal,E-File,2025-01-28,High,Yes,Direct Deposit,No,Wire,705,28,3,0,Tuesday,Small,1
15349,Federal,E-File,2025-03-29,Medium,No,Direct Deposit,Yes,Wire,2073,18,2,1,Saturday,Medium,0
15350,NJ,E-File,2025-04-09,Low,Yes,Check,Yes,N/A,2363,25,1,1,Wednesday,Medium,1
15351,CA,E-File,2025-02-20,High,No,Check,No,N/A,2223,9,3,1,Thursday,Medium,0
15352,NJ,Paper,2025-04-01,Low,No,Check,No,N/A,314,41,1,1,Tuesday,Small,0
15353,Federal,E-File,2025-04-11,High,Yes,Direct Deposit,No,ACH,389,26,3,1,Friday,Small,1
15354,CA,E-File,2025-02-24,High,Yes,Direct Deposit,No,ACH,1043,26,3,1,Monday,Medium,1
15355,CA,Paper,2025-03-01,Medium,No,Check,Yes,N/A,1952,52,2,1,Saturday,Medium,0
15356,NY,Paper,2025-04-27,Low,No,Direct Deposit,No,N/A,4447,40,1,1,Sunday,Large,0
15357,NY,E-File,2025-04-11,Medium,Yes,Check,Yes,N/A,3377,37,2,1,Friday,Large,1
15358,NJ,E-File,2025-02-24,High,No,Check,No,N/A,2238,8,3,1,Monday,Medium,0
15359,CA,E-File,2025-03-31,Medium,No,Check,Yes,N/A,3956,22,2,1,Monday,Large,0
15360,NY,E-File,2025-03-25,Medium,No,Check,No,N/A,3369,12,2,1,Tuesday,Large,0
15361,NJ,E-File,2025-04-13,High,No,Check,No,N/A,2763,11,3,1,Sunday,Large,0
15362,NY,Paper,2025-01-27,Low,Yes,Check,Yes,N/A,1047,57,1,0,Monday,Medium,1
15363,NY,Paper,2025-01-07,High,No,Check,Yes,N/A,4947,44,3,0,Tuesday,Large,0
15364,NJ,E-File,2025-04-12,High,Yes,Direct Deposit,Yes,ACH,4043,37,3,1,Saturday,Large,1
15365,CA,Paper,2025-03-29,Low,Yes,Check,No,N/A,2339,46,1,1,Saturday,Medium,1
15366,NY,E-File,2025-04-15,High,Yes,Direct Deposit,No,Wire,1343,20,3,1,Tuesday,Medium,1
15367,NY,Paper,2025-03-05,Low,Yes,Direct Deposit,No,Wire,1551,37,1,1,Wednesday,Medium,1
15368,NJ,Paper,2025-01-01,Low,Yes,Direct Deposit,Yes,N/A,2029,55,1,0,Wednesday,Medium,1
15369,Federal,E-File,2025-03-02,Low,Yes,Check,No,N/A,4328,20,1,1,Sunday,Large,1
15370,CA,E-File,2025-03-26,Low,Yes,Check,Yes,N/A,1783,38,1,1,Wednesday,Medium,1
15371,NY,E-File,2025-03-02,Medium,Yes,Check,No,N/A,883,26,2,1,Sunday,Small,1
15372,NJ,Paper,2025-01-05,High,Yes,Direct Deposit,Yes,N/A,3033,55,3,0,Sunday,Large,1
15373,NY,E-File,2025-03-24,High,Yes,Check,No,N/A,1938,19,3,1,Monday,Medium,1
15374,NY,Paper,2025-04-29,High,Yes,Check,No,N/A,2117,50,3,1,Tuesday,Medium,1
15375,Federal,Paper,2025-03-19,High,No,Direct Deposit,No,N/A,3766,36,3,1,Wednesday,Large,0
15376,NY,Paper,2025-02-11,High,Yes,Check,Yes,N/A,2694,55,3,1,Tuesday,Large,1
15377,NY,Paper,2025-04-02,Medium,Yes,Direct Deposit,No,Wire,1128,47,2,1,Wednesday,Medium,1
15378,NY,E-File,2025-04-01,High,No,Direct Deposit,No,N/A,1891,11,3,1,Tuesday,Medium,0
